op,#iters,time,#nodes,#displacements,solution cost,path length
n,0,0,2,7,inf,0
e,1,5.1968e-05,3,7,inf,0
e,2,9.1617e-05,4,7,inf,0
e,3,0.000128572,5,7,inf,0
e,4,0.000162832,6,7,inf,0
e,5,0.000199017,7,7,inf,0
e,6,0.000236357,8,7,inf,0
e,7,0.000272157,9,7,inf,0
e,8,0.000310652,10,7,inf,0
e,9,0.000346067,11,7,inf,0
e,10,0.000383022,12,7,inf,0
e,11,0.000418822,13,7,inf,0
e,12,0.000487342,14,7,inf,0
e,13,0.000525067,15,7,inf,0
e,14,0.000566256,16,7,inf,0
e,15,0.000603596,17,7,inf,0
e,16,0.000643631,18,7,inf,0
e,17,0.000712151,19,7,inf,0
e,18,0.000750261,20,7,inf,0
e,19,0.000789525,21,7,inf,0
d,19,0.00253757,21,8,inf,0
e,20,0.00259531,22,8,inf,0
e,21,0.00272773,23,8,inf,0
e,22,0.00276969,24,8,inf,0
e,23,0.00284899,25,8,inf,0
e,24,0.00289711,26,8,inf,0
e,25,0.00290827,26,8,inf,0
e,26,0.00298334,27,8,inf,0
e,27,0.00304031,28,8,inf,0
e,28,0.00310074,29,8,inf,0
e,29,0.00320584,30,8,inf,0
e,30,0.00324933,31,8,inf,0
e,31,0.00335288,32,8,inf,0
e,32,0.00345528,33,8,inf,0
e,33,0.00353265,34,8,inf,0
e,34,0.00366469,35,8,inf,0
e,35,0.00371743,36,8,inf,0
e,36,0.0037667,37,8,inf,0
e,37,0.00387333,38,8,inf,0
e,38,0.00406119,39,8,inf,0
e,39,0.00411008,40,8,inf,0
d,39,0.00608293,40,9,inf,0
e,40,0.00616646,41,9,inf,0
e,41,0.00624268,42,9,inf,0
e,42,0.00637164,43,9,inf,0
e,43,0.0063801,43,9,inf,0
e,44,0.00655718,44,9,inf,0
e,45,0.00661261,45,9,inf,0
e,46,0.00662224,45,9,inf,0
e,47,0.0067766,46,9,inf,0
e,48,0.00684512,47,9,inf,0
e,49,0.00697947,48,9,inf,0
e,50,0.0070503,49,9,inf,0
e,51,0.00705877,49,9,inf,0
e,52,0.00727626,50,9,inf,0
e,53,0.00738289,51,9,inf,0
e,54,0.00759538,52,9,inf,0
e,55,0.00765582,53,9,inf,0
e,56,0.00775398,54,9,inf,0
e,57,0.0077636,54,9,inf,0
e,58,0.00789295,55,9,inf,0
e,59,0.00794645,56,9,inf,0
d,59,0.0101318,56,10,inf,0
e,60,0.0101757,57,10,inf,0
e,61,0.0103535,58,10,inf,0
e,62,0.0105602,59,10,inf,0
e,63,0.0105683,59,10,inf,0
e,64,0.0106919,60,10,inf,0
e,65,0.0108566,61,10,inf,0
e,66,0.0110457,62,10,inf,0
e,67,0.0110576,62,10,inf,0
e,68,0.0111269,63,10,inf,0
e,69,0.0112812,64,10,inf,0
e,70,0.0112928,64,10,inf,0
e,71,0.011436,65,10,inf,0
e,72,0.0114849,66,10,inf,0
e,73,0.0117043,67,10,inf,0
e,74,0.0117116,67,10,inf,0
e,75,0.0119507,68,10,inf,0
e,76,0.0120904,69,10,inf,0
e,77,0.0122706,70,10,inf,0
e,78,0.0123171,71,10,inf,0
e,79,0.0125169,72,10,inf,0
d,79,0.014556,72,11,inf,0
e,80,0.0145648,72,11,inf,0
e,81,0.0146203,73,11,inf,0
e,82,0.014805,74,11,inf,0
e,83,0.015066,75,11,inf,0
e,84,0.0153474,76,11,inf,0
e,85,0.0153547,76,11,inf,0
e,86,0.0154275,77,11,inf,0
e,87,0.0154348,77,11,inf,0
