cnt,Our strategy,var,+stderr,-stderr,cnt,Uniform,var,+stderr,-stderr,
8,0.633822,0.0261199,0.795438521,0.472205479,2,1.06446,0.00720487,1.149341506,0.979578494,1134
8,0.633822,0.0261199,0.795438521,0.472205479,2,1.06446,0.00720487,1.149341506,0.979578494,1135
8,0.633822,0.0261199,0.795438521,0.472205479,2,1.06446,0.00720487,1.149341506,0.979578494,1136
8,0.633822,0.0261199,0.795438521,0.472205479,2,1.06446,0.00720487,1.149341506,0.979578494,1137
8,0.633822,0.0261199,0.795438521,0.472205479,2,1.06446,0.00720487,1.149341506,0.979578494,1138
8,0.633822,0.0261199,0.795438521,0.472205479,2,1.06446,0.00720487,1.149341506,0.979578494,1139
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1140
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1141
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1142
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1143
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1144
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1145
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1146
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1147
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1148
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1149
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1150
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1151
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1152
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1153
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1154
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1155
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1156
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1157
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1158
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1159
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1160
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1161
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1162
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1163
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1164
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1165
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1166
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1167
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1168
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1169
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1170
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1171
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1172
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1173
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1174
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1175
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1176
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1177
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1178
8,0.629912,0.0271858,0.794793169,0.465030831,2,1.06446,0.00720487,1.149341506,0.979578494,1179
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1180
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1181
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1182
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1183
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1184
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1185
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1186
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1187
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1188
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1189
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1190
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1191
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1192
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1193
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1194
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1195
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1196
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1197
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1198
8,0.623295,0.0294791,0.794989787,0.451600213,2,1.06446,0.00720487,1.149341506,0.979578494,1199
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1200
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1201
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1202
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1203
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1204
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1205
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1206
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1207
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1208
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1209
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1210
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1211
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1212
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1213
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1214
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1215
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1216
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1217
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1218
8,0.618669,0.0267329,0.782170988,0.455167012,2,1.06446,0.00720487,1.149341506,0.979578494,1219
9,0.983567,1.08897,2.027104254,-0.059970254,2,1.06446,0.00720487,1.149341506,0.979578494,1220
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1221
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1222
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1223
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1224
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1225
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1226
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1227
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1228
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1229
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1230
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1231
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1232
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1233
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1234
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1235
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1236
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1237
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1238
9,0.960802,0.960205,1.940702505,-0.019098505,2,1.06446,0.00720487,1.149341506,0.979578494,1239
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1240
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1241
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1242
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1243
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1244
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1245
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1246
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1247
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1248
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1249
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1250
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1251
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1252
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1253
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1254
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1255
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1256
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1257
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1258
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1259
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1260
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1261
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1262
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1263
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1264
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1265
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1266
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1267
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1268
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1269
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1270
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1271
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1272
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1273
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1274
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1275
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1276
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1277
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1278
9,0.932843,0.81347,1.834768718,0.030917282,2,1.06446,0.00720487,1.149341506,0.979578494,1279
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1280
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1281
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1282
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1283
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1284
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1285
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1286
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1287
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1288
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1289
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1290
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1291
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1292
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1293
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1294
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1295
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1296
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1297
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1298
10,0.901677,0.740935,1.762452813,0.040901187,2,1.06446,0.00720487,1.149341506,0.979578494,1299
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1300
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1301
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1302
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1303
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1304
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1305
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1306
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1307
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1308
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1309
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1310
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1311
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1312
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1313
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1314
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1315
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1316
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1317
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1318
10,0.873418,0.60462,1.650991148,0.095844852,2,1.06446,0.00720487,1.149341506,0.979578494,1319
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1320
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1321
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1322
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1323
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1324
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1325
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1326
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1327
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1328
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1329
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1330
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1331
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1332
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1333
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1334
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1335
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1336
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1337
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1338
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1339
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1340
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1341
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1342
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1343
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1344
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1345
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1346
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1347
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1348
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1349
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1350
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1351
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1352
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1353
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1354
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1355
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1356
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1357
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1358
10,0.873354,0.604631,1.650934221,0.095773779,2,1.06446,0.00720487,1.149341506,0.979578494,1359
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1360
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1361
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1362
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1363
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1364
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1365
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1366
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1367
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1368
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1369
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1370
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1371
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1372
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1373
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1374
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1375
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1376
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1377
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1378
10,0.873232,0.604675,1.650840513,0.095623487,2,1.06446,0.00720487,1.149341506,0.979578494,1379
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1380
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1381
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1382
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1383
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1384
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1385
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1386
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1387
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1388
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1389
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1390
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1391
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1392
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1393
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1394
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1395
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1396
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1397
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1398
10,0.873223,0.604678,1.650833442,0.095612558,2,1.06446,0.00720487,1.149341506,0.979578494,1399
