lazy_prmstar best cost max,lazy_prmstar best cost mean,lazy_prmstar best cost min,lazy_prmstar best cost std,lazy_prmstar configCheckTime,lazy_prmstar connectTime,lazy_prmstar knnTime,lazy_prmstar lazyPathCheckTime,lazy_prmstar numEdgeChecks,lazy_prmstar numEdgesPrechecked,lazy_prmstar numMilestones,lazy_prmstar shortestPathsTime,lazy_prmstar success fraction,lazy_prmstar time,lazy_rrgstar best cost max,lazy_rrgstar best cost mean,lazy_rrgstar best cost min,lazy_rrgstar best cost std,lazy_rrgstar configCheckTime,lazy_rrgstar connectTime,lazy_rrgstar knnTime,lazy_rrgstar lazyPathCheckTime,lazy_rrgstar numEdgeChecks,lazy_rrgstar numEdgesPrechecked,lazy_rrgstar numMilestones,lazy_rrgstar shortestPathsTime,lazy_rrgstar success fraction,lazy_rrgstar time,prmstar best cost max,prmstar best cost mean,prmstar best cost min,prmstar best cost std,prmstar configCheckTime,prmstar connectTime,prmstar knnTime,prmstar numEdgeChecks,prmstar numMilestones,prmstar shortestPathsTime,prmstar success fraction,prmstar time,restart_rrt_shortcut best cost max,restart_rrt_shortcut best cost mean,restart_rrt_shortcut best cost min,restart_rrt_shortcut best cost std,restart_rrt_shortcut numMilestones,restart_rrt_shortcut success fraction,restart_rrt_shortcut time,rrtstar best cost max,rrtstar best cost mean,rrtstar best cost min,rrtstar best cost std,rrtstar configCheckTime,rrtstar connectTime,rrtstar knnTime,rrtstar numEdgeChecks,rrtstar numMilestones,rrtstar shortestPathsTime,rrtstar success fraction,rrtstar time,rrtstar_subopt_0.1 best cost max,rrtstar_subopt_0.1 best cost mean,rrtstar_subopt_0.1 best cost min,rrtstar_subopt_0.1 best cost std,rrtstar_subopt_0.1 configCheckTime,rrtstar_subopt_0.1 connectTime,rrtstar_subopt_0.1 knnTime,rrtstar_subopt_0.1 numEdgeChecks,rrtstar_subopt_0.1 numMilestones,rrtstar_subopt_0.1 shortestPathsTime,rrtstar_subopt_0.1 success fraction,rrtstar_subopt_0.1 time,rrtstar_subopt_0.2 best cost max,rrtstar_subopt_0.2 best cost mean,rrtstar_subopt_0.2 best cost min,rrtstar_subopt_0.2 best cost std,rrtstar_subopt_0.2 configCheckTime,rrtstar_subopt_0.2 connectTime,rrtstar_subopt_0.2 knnTime,rrtstar_subopt_0.2 numEdgeChecks,rrtstar_subopt_0.2 numMilestones,rrtstar_subopt_0.2 shortestPathsTime,rrtstar_subopt_0.2 success fraction,rrtstar_subopt_0.2 time
,,,,0.00084396920000000004,3.6647399999999997e-05,9.4699999999999991e-06,0.0,0.0,0.0,2.5,7.2757000000000005e-06,0.0,0,,,,,0.00061076519999999994,3.8880400000000001e-05,5.5047e-06,0.0,0.20000000000000001,0.20000000000000001,2.5,9.3159e-06,0.0,0,,,,,0.0010201619,0.0010452609,1.3627200000000001e-05,0.69999999999999996,2.7000000000000002,0.0,0.0,0,,,,,2.0,0.0,0,,,,,0.00094582789999999998,0.0013227725,0.0,0.40000000000000002,2.0,0.0,0.0,0,,,,,0.00058220169999999999,0.00085228520000000011,4.3884499999999996e-05,0.5,2.0,0.0,0.0,0,,,,,0.00080593530000000002,0.001109781,0.0,0.5,2.0,0.0,0.0,0
,,,,0.0029169199190739077,0.076666626589918921,4.0763555520332245e-05,0.02016655731756347,1.0418616879431211,0.82526441386097227,4.6806447840529328,4.976531837214551e-05,0.0,0.1,,,,,0.0019684326427744443,0.090964127859679625,2.9650104644530097e-05,0.0060066277603365139,1.740860544963251,1.5461876119414433,3.9631554206685906,4.7297008090947079e-05,0.0,0.1,,,,,0.0024033795566250817,0.09755728107555646,3.208591032861366e-05,2.3424288492609833,4.1613201749228796,3.0966527351931613e-06,0.0,0.1,,,,,4.5541514653991317,0.0,0.1,,,,,0.0036780358406384669,0.096194596016663941,5.0105701036177331e-06,3.6546797589962035,2.3544439022208969,5.3760108734615811e-06,0.0,0.1,,,,,0.01033047854825914,0.089235315244191454,0.00034921976405808579,13.073157188718252,2.288698931697573,9.503956057733263e-06,0.0,0.1,,,,,0.0038848080328329248,0.095968494741482016,5.890934953260271e-06,4.9115894648011098,2.4516356363716367,9.2069251901053912e-06,0.0,0.1
,,,,0.0046754364645360345,0.15427213948448387,6.9856998109101964e-05,0.040565972934132694,2.0258250957261597,1.5898179154202778,6.6107853573792053,9.0679656681430577e-05,0.0,0.2,,,,,0.0033397235314928221,0.18272805848946677,5.3999376724936961e-05,0.012099516408032401,3.2949701868750196,2.9034892715340339,5.4400563322692239,8.5630609081028565e-05,0.0,0.2,,,,,0.0037193069659206173,0.19621608182905162,5.23821441864629e-05,4.1483739746823014,5.5545473271952837,7.9243729719970495e-06,0.0,0.2,,,,,7.3941970203365752,0.0,0.2,,,,,0.006482498069678942,0.19329587975267654,1.0123278387473704e-05,6.9922491237896836,2.7158944111382359,1.0871060693061706e-05,0.0,0.2,,,,,0.015079872325509724,0.18430108826287117,0.00050032446665915361,18.882254023690557,2.6506978961783201,2.0825500089119012e-05,0.0,0.2,,,,,0.0068740574738789433,0.19287238949247326,1.1932393165230214e-05,9.1665699634381888,2.8985199071782293,1.8477038934991041e-05,0.0,0.2
,,,,0.0058672316991285377,0.22898722836206079,9.3020867365878449e-05,0.064469147538508076,2.9448176734136533,2.2600519798984147,7.9901298317963478,0.00012722438755791011,0.0,0.30000000000000004,,,,,0.0044516042527462073,0.27483560509417632,8.0711125481658721e-05,0.018192405055728285,4.7882828171050731,4.1999939194449096,6.8170830625791767,0.00012194150875248645,0.0,0.30000000000000004,,,,,0.0047079374741154801,0.29520518043544758,7.0701339549325722e-05,5.7509197708361999,6.6631541550095932,1.2414963596784665e-05,0.0,0.30000000000000004,,,,,10.440400716123094,0.0,0.30000000000000004,,,,,0.0090493432137726659,0.29064226165089374,1.5457668008347332e-05,10.108546997973848,3.0783486993652418,1.6494514961152386e-05,0.0,0.30000000000000004,,,,,0.019325808719199616,0.27988648979095365,0.00063909870682688722,24.143310426809144,3.0454011760317674,3.2220831034273541e-05,0.0,0.30000000000000004,,,,,0.0094236962944302585,0.29023131508436201,1.9124067061512524e-05,13.015169562258611,3.3526081250796396,2.8317850307361428e-05,0.0,0.30000000000000004
,,,,0.0067510828134376049,0.3019862242913765,0.00011296255592363928,0.090428937979012275,3.8326746082809797,2.8819235289018978,9.0583192044262582,0.00016111478617205401,0.0,0.4,,,,,0.005371158294599011,0.3672385572747372,0.00010781109595834097,0.024285293703424173,6.2351500401128686,5.4500531601335274,8.1043014117542622,0.00015608165380988674,0.0,0.4,,,,,0.0052291835388359777,0.3946682220302748,8.3881718013726483e-05,6.8829659199560878,7.3559992827200871,1.5436724947906663e-05,0.0,0.4,,,,,13.636280579674571,0.0,0.4,,,,,0.010035825813323272,0.38961399539705227,2.3045690256372744e-05,11.927532712760922,3.5211195906608799,2.3472848918243794e-05,0.0,0.4,,,,,0.021639504809995519,0.37747248967920721,0.00072319866789283206,27.43394614570617,3.4669089467078065,4.2815823831628427e-05,0.0,0.4,,,,,0.010477545165738251,0.38913083496258599,2.8777497026250105e-05,15.262397487340801,3.8255268991851272,3.8844614169606803e-05,0.0,0.4
,,,,0.0078051408839545627,0.37206467102111573,0.00013633218301092035,0.11907824985033022,4.8286709180952423,3.5624887720224856,10.204084483358889,0.0002031326618273468,0.0,0.5,,,,,0.0063929060388427539,0.45889211242687777,0.00013730920832346667,0.030990959240959255,7.6961642339669796,6.7131419384508444,9.4977349460023657,0.00019377980209384969,0.0,0.5,,,,,0.0057696463044782566,0.49411370635658375,9.5549939291527671e-05,7.8726472178880211,7.943252974690644,1.8327591641595063e-05,0.0,0.5,,,,,16.829717532739984,0.0,0.5,,,,,0.010693391558315836,0.4889254088893642,3.0794563302659126e-05,13.353061683865885,3.9742315897151443,3.0656807132151973e-05,0.0,0.5,,,,,0.023409717754263589,0.47562192001662285,0.00079131714440935019,30.148260150637917,3.8995532509167723,5.3627922793261252e-05,0.0,0.5,,,,,0.011204549315619625,0.48836906800128455,3.7867708744061088e-05,16.991368948526745,4.2758600923867451,4.9261910106264624e-05,0.0,0.5
,,,,0.0092744793266711888,0.43733585524451152,0.00016623688521470492,0.15200721506063836,6.0287745077490511,4.3614179010236276,11.594301986132152,0.00025945547241784607,0.0,0.6,,,,,0.0076340380105424975,0.54821678259469298,0.00016961162594262533,0.039737908467055279,9.1251873047271808,7.9609113240107732,10.903669893546583,0.00023758682417324107,0.0,0.6,,,,,0.0060724619133790706,0.5938009238711871,0.00010387841526940309,8.6224811975338973,8.3177118183636551,2.1177527365384527e-05,0.0,0.6,inf,6.3785691551223263,6.378569155122326,0.0,20.056816511930542,0.10000000000000001,0.6,,,,,0.011229017270347006,0.58836137316442449,3.7850974051324785e-05,14.728700808501511,4.3705464312545308,3.7420248499629847e-05,0.0,0.6,,,,,0.0252773768244293,0.57366800846210475,0.00086451549221247743,33.127929489947846,4.340711072570099,6.4842397139771197e-05,0.0,0.6,,,,,0.01171179270704876,0.58783283803788178,4.6995589335612747e-05,18.574822322168195,4.7579888716774388,6.0882389056695108e-05,0.0,0.6
,,,,0.010279887098798738,0.50137775386791805,0.00019619437769579192,0.18677863914903065,7.1284063549613323,5.043163440306822,12.862186189762786,0.0003153837059820226,0.0,0.7,,,,,0.0088782783348284218,0.63875068683714753,0.00020199301166089575,0.047295638722304523,10.532943208018498,9.2193186128178759,12.304631623402168,0.0002807645841054518,0.0,0.7,,,,,0.006326618891669189,0.69353764950147834,0.00011163675642702796,9.3237396694928734,8.663182119986212,2.4127117523712514e-05,0.0,0.7,inf,6.2781146052016439,6.278114605201644,0.0,23.177465128376518,0.10000000000000001,0.7,,,,,0.011726683220448465,0.68783412471820871,4.4720385172409638e-05,16.084957487601386,4.7240358111971963,4.4031362205988915e-05,0.0,0.7,,,,,0.02650815518980254,0.67237316680602199,0.00091938073445082115,35.565858032929405,4.7802838862253036,7.6957736008551972e-05,0.0,0.7,,,,,0.012206160086203253,0.6873086759208934,5.4872676611373848e-05,19.756405514007845,5.1277890733615523,7.1091718721341381e-05,0.0,0.7
,,,,0.01128136751450126,0.56065343514089805,0.00022396593347909238,0.22630856593853585,8.1743538997775183,5.6055597927633141,14.029752040550838,0.00038263846473215459,0.0,0.7999999999999999,,,,,0.009621239941512363,0.72621382034592408,0.00022754476294908275,0.058702761219617802,11.721020755656387,10.217346113526535,13.309966089871802,0.00032134048843968744,0.0,0.7999999999999999,,,,,0.0065292459419121675,0.79332576260400622,0.00011962050827191721,10.034487840993155,9.0009543003833539,2.7106374666453781e-05,0.0,0.7999999999999999,inf,6.2746919531999703,6.27469195319997,0.0,26.297220175308137,0.10000000000000001,0.7999999999999999,,,,,0.012183175523609696,0.78734762967072913,5.3284519929198843e-05,17.423648485623339,5.1015586779787006,5.1343297557842684e-05,0.0,0.7999999999999999,,,,,0.027697784960824413,0.77112682202868776,0.00096786148193565966,37.570647326763506,5.1707539935110471,8.8914567346694021e-05,0.0,0.7999999999999999,,,,,0.012636735571214636,0.78685193817373889,6.3064405753447949e-05,20.86998923015798,5.5007547726374124,8.1456019063527816e-05,0.0,0.7999999999999999
,,,,0.012408412385278018,0.6204539428118776,0.00026547386158936513,0.26520750152163619,9.2077747912797783,6.1748315245142491,15.408166691219799,0.00045538167900102401,0.0,0.8999999999999999,,,,,0.010252967133081065,0.8137868481326459,0.00024949653599739424,0.070146019124068676,12.891919460995421,11.197812695301895,14.141057544436123,0.00035926012759912059,0.0,0.8999999999999999,,,,,0.0067921560507902016,0.89304954199230713,0.00013113781309825192,10.931702531172617,9.4813159937275966,2.9891044366963617e-05,0.0,0.8999999999999999,inf,6.2712693011982967,6.271269301198297,0.0,29.439564807210729,0.10000000000000001,0.8999999999999999,,,,,0.012512834469026912,0.88699359224009222,6.2155642189888605e-05,18.518808643222904,5.4878552619185594,5.8999350646888379e-05,0.0,0.8999999999999999,,,,,0.02919222890980595,0.86956731894063599,0.001023915307802607,39.638663521029756,5.5962927952661996,0.00010193682209455247,0.0,0.8999999999999999,,,,,0.01309758606626309,0.88636287599346597,7.116165306616742e-05,21.975577215653615,5.8821605821107825,9.2144108889158572e-05,0.0,0.8999999999999999
