op,#iters,time,#nodes,#displacements,solution cost,path length
n,0,0,2,22,inf,0
e,1,0.0029587,3,22,inf,0
e,2,0.00577343,4,22,inf,0
e,3,0.0083314,5,22,inf,0
e,4,0.01157,6,22,inf,0
e,5,0.014367,7,22,inf,0
e,6,0.0172275,8,22,inf,0
e,7,0.0200399,9,22,inf,0
e,8,0.0252044,10,22,inf,0
e,9,0.0281742,11,22,inf,0
e,10,0.0310375,12,22,inf,0
e,11,0.0338145,13,22,inf,0
e,12,0.0365961,14,22,inf,0
e,13,0.0399617,15,22,inf,0
e,14,0.0443593,16,22,inf,0
e,15,0.0484124,17,22,inf,0
e,16,0.0535353,18,22,inf,0
e,17,0.0575992,19,22,inf,0
e,18,0.0610506,20,22,inf,0
e,19,0.0641879,21,22,inf,0
d,19,0.0650621,21,23,inf,0
e,20,0.0677175,22,23,inf,0
e,21,0.0733801,23,23,inf,0
e,22,0.075933,24,23,inf,0
e,23,0.0767106,25,23,inf,0
e,24,0.0792628,26,23,inf,0
e,25,0.0806698,27,23,inf,0
e,26,0.0832243,28,23,inf,0
e,27,0.0856568,29,23,inf,0
e,28,0.0882582,30,23,inf,0
e,29,0.0908751,31,23,inf,0
e,30,0.0998251,32,23,inf,0
e,31,0.102379,33,23,inf,0
e,32,0.105062,34,23,inf,0
e,33,0.107817,35,23,inf,0
e,34,0.110539,36,23,inf,0
e,35,0.113101,37,23,inf,0
e,36,0.11566,38,23,inf,0
e,37,0.118224,39,23,inf,0
e,38,0.120979,40,23,inf,0
e,39,0.123802,41,23,inf,0
d,39,0.125628,41,24,inf,0
e,40,0.130651,42,24,inf,0
e,41,0.134728,43,24,inf,0
e,42,0.13759,44,24,inf,0
e,43,0.140542,45,24,inf,0
e,44,0.144425,46,24,inf,0
e,45,0.154335,47,24,inf,0
e,46,0.157589,48,24,inf,0
e,47,0.160329,49,24,inf,0
e,48,0.163011,50,24,inf,0
e,49,0.165927,51,24,inf,0
e,50,0.170462,52,24,inf,0
e,51,0.173253,53,24,inf,0
e,52,0.176038,54,24,inf,0
e,53,0.178816,55,24,inf,0
e,54,0.181595,56,24,inf,0
e,55,0.185292,57,24,inf,0
e,56,0.188276,58,24,inf,0
e,57,0.191734,59,24,inf,0
e,58,0.193348,60,24,inf,0
e,59,0.196131,61,24,inf,0
d,59,0.199668,61,25,inf,0
e,60,0.199679,61,25,inf,0
e,61,0.202381,62,25,inf,0
e,62,0.204956,63,25,inf,0
e,63,0.207535,64,25,inf,0
e,64,0.209663,65,25,inf,0
e,65,0.209674,65,25,inf,0
e,66,0.209683,65,25,inf,0
e,67,0.209693,65,25,inf,0
e,68,0.212427,66,25,inf,0
e,69,0.215539,67,25,inf,0
e,70,0.251111,68,25,inf,0
e,71,0.254184,69,25,inf,0
e,72,0.254192,69,25,inf,0
e,73,0.257128,70,25,inf,0
e,74,0.257138,70,25,inf,0
e,75,0.260138,71,25,inf,0
e,76,0.261676,72,25,inf,0
e,77,0.264472,73,25,inf,0
e,78,0.264481,73,25,inf,0
e,79,0.267404,74,25,inf,0
d,79,0.268372,74,26,inf,0
e,80,0.271195,75,26,inf,0
e,81,0.274117,76,26,inf,0
e,82,0.284474,77,26,inf,0
e,83,0.287428,78,26,inf,0
e,84,0.296824,79,26,inf,0
e,85,0.299645,80,26,inf,0
e,86,0.302618,81,26,inf,0
e,87,0.305416,82,26,inf,0
e,88,0.308475,83,26,inf,0
e,89,0.311222,84,26,inf,0
e,90,0.312858,85,26,inf,0
e,91,0.315851,86,26,inf,0
e,92,0.318519,87,26,inf,0
e,93,0.321457,88,26,inf,0
e,94,0.324049,89,26,inf,0
e,95,0.324059,89,26,inf,0
e,96,0.329178,90,26,inf,0
e,97,0.330615,91,26,inf,0
e,98,0.330621,91,26,inf,0
e,99,0.335609,92,26,inf,0
d,99,0.33961,92,27,inf,0
e,100,0.349623,93,27,inf,0
e,101,0.349638,93,27,inf,0
e,102,0.364621,94,27,inf,0
e,103,0.370178,95,27,inf,0
e,104,0.372866,96,27,inf,0
e,105,0.374889,97,27,inf,0
e,106,0.377831,98,27,inf,0
e,107,0.380636,99,27,inf,0
e,108,0.383574,100,27,inf,0
e,109,0.393426,101,27,inf,0
e,110,0.394188,101,27,inf,0
